Taxon ID,Genome ID,Genome Name,Antibiotic,Resistant Phenotype,Measurement,Measurement Sign,Measurement Value,Measurement Unit,Laboratory Typing Method,Laboratory Typing Method Version,Laboratory Typing Platform,Vendor,Testing Standard,Testing Standard Year,Computational Method,Computational Method Version,Computational Method Performance,Evidence,Source,PubMed
573,"573.40359","Klebsiella pneumoniae strain MRSN750999","levofloxacin","Susceptible","<=12","<=","12","mg/L","MIC",,"Vitek",,"missing",,,,,,,
1280,"1280.35682","Staphylococcus aureus strain 75075_2_1","methicillin","Susceptible",,,,,"Computational Prediction","Accuracy:0.989, F1 score:0.989, AUC:0.994","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40392","Klebsiella pneumoniae strain MRSN518712","nalidixic acid","Susceptible","==16","==","16","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.40459","Klebsiella pneumoniae strain 2019_OU_BfR0021","amikacin","Susceptible",,,,,"Computational Prediction","Accuracy:0.910, F1 score:0.919, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40447","Klebsiella pneumoniae strain MRSN5741","cefepime","Susceptible",,,,,"Computational Prediction","Accuracy:0.697, F1 score:0.704, AUC:0.745","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.2149","Shigella sonnei strain 164677","tobramycin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40297","Klebsiella pneumoniae strain WHC9","meropenem","Susceptible",,,,,"Computational Prediction","Accuracy:0.916, F1 score:0.922, AUC:0.949","AdaBoost Classifier","PATRIC",,,,,,,,
1280,"1280.25728","Staphylococcus aureus strain 63-083","clindamycin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.963, F1 score:0.965, AUC:0.977","Computational Method",,
573,"573.40279","Klebsiella pneumoniae strain K6453","tobramycin","Susceptible",,,,,"Computational Prediction","Accuracy:0.882, F1 score:0.889, AUC:0.939","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40317","Klebsiella pneumoniae strain KP18-2138","amikacin","Susceptible",,,,,"Computational Prediction","Accuracy:0.910, F1 score:0.919, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
1280,"1280.31286","Staphylococcus aureus strain 23536_5_3_M3012_4","trimethoprim/sulfamethoxazole","Susceptible",,,,,"Computational Prediction","Accuracy:0.939, F1 score:0.956, AUC:0.974","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.27341","Klebsiella pneumoniae strain KZN_INI_KINF_60","imipenem","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.931, F1 score:0.935, AUC:0.950","Computational Method",,
624,"624.1924","Shigella sonnei strain 199912","amikacin","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.1917","Shigella sonnei strain 179821","amikacin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.2180","Shigella sonnei strain 178860","chloramphenicol","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.2024","Shigella sonnei strain 198257","azithromycin","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
1280,"1280.35615","Staphylococcus aureus strain SCAID OTT1-2021 (597/2) strain SCAID OTT1-2021 (597/2) strain SCAID OTT1-2021 (597/2)","ampicillin","Resistant","==10","==","10","mm","disk diffusion","Disk difussion method in Mueller-Hinton Agar","Scan 500","Interscience","CLSI",,,,,,,
624,"624.2047","Shigella sonnei strain 195798","sulfonamides","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.2149","Shigella sonnei strain 164677","ertapenem","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.27338","Klebsiella pneumoniae strain KZN_INI_KINF_85","tetracycline","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.795, F1 score:0.794, AUC:0.842","Computational Method",,
624,"624.2032","Shigella sonnei strain 158938","cefpirome","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
1773,"1773.24178","Mycobacterium tuberculosis strain 11502","ofloxacin","Resistant",,,,,"Computational Prediction","Accuracy:0.790, F1 score:0.771, AUC:0.855","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.27341","Klebsiella pneumoniae strain KZN_INI_KINF_60","aztreonam","Resistant","==1","==","1","mg/L",,"E-Test","Vitek","Biom�rieux","EUCAST",,,,,,,
624,"624.2137","Shigella sonnei strain 195821","ciprofloxacin","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40289","Klebsiella pneumoniae strain KE9520","trimethoprim_sulfamethoxazole","Resistant",,,,,"Computational Prediction","Accuracy:0.861, F1 score:0.865, AUC:0.930","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.2145","Shigella sonnei strain 164815","sulfonamides","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
1280,"1280.23307","Staphylococcus aureus strain GHA/LAMRSA/2016/1","gentamicin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.984, F1 score:0.984, AUC:0.980","Computational Method",,
573,"573.40446","Klebsiella pneumoniae strain MRSN5881","ceftolozane-tazobactam","Resistant","==16/4","==","16/4","mg/L","MIC",,"Vitek",,"missing",,,,,,,
1765,"1765.674","Mycobacterium tuberculosis variant bovis strain A2","streptomycin","Susceptible",,,,,"Computational Prediction","Accuracy:0.747, F1 score:0.754, AUC:0.818","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40447","Klebsiella pneumoniae strain MRSN5741","ciprofloxacin","Susceptible",,,,,"Computational Prediction","Accuracy:0.909, F1 score:0.912, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.2154","Shigella sonnei strain 157059","amikacin","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40402","Klebsiella pneumoniae strain MRSN450199","ertapenem","Susceptible",,,,,"Computational Prediction","Accuracy:0.956, F1 score:0.955, AUC:0.972","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.39775","Klebsiella pneumoniae strain CVUAS 5452.2","tobramycin","Susceptible",,,,,"Computational Prediction","Accuracy:0.882, F1 score:0.889, AUC:0.939","AdaBoost Classifier","PATRIC",,,,,,,,
1313,"1313.38060","Streptococcus pneumoniae strain SCAID PHRX1-2021","meropenem","Susceptible","==35","==","35","mm","disk diffusion","Disk difussion method in Mueller-Hinton Agar","Scan 500","Interscience","CLSI",,,,,,,
624,"624.2145","Shigella sonnei strain 164815","tetracycline","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.1909","Shigella sonnei strain 182176","ertapenem","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40391","Klebsiella pneumoniae strain MRSN539414","aztreonam","Resistant",,,,,"Computational Prediction","Accuracy:0.680, F1 score:0.752, AUC:0.735","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.25617","Klebsiella pneumoniae strain GF34B","tobramycin","Resistant",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.882, F1 score:0.889, AUC:0.939","Computational Method",,
624,"624.1959","Shigella sonnei strain 191891","amikacin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40409","Klebsiella pneumoniae strain MRSN380979","cefoxitin","Susceptible",,,,,"Computational Prediction","Accuracy:0.805, F1 score:0.796, AUC:0.864","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.1959","Shigella sonnei strain 191891","nalidixic acid","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
1313,"1313.38083","Streptococcus pneumoniae strain S825","beta-lactam","Resistant",,,,,"Computational Prediction","Accuracy:0.907, F1 score:0.910, AUC:0.972","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.1890","Shigella sonnei strain 151008","gentamicin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
1280,"1280.35674","Staphylococcus aureus strain 62100_37_1","tetracycline","Susceptible",,,,,"Computational Prediction","Accuracy:0.975, F1 score:0.974, AUC:0.986","AdaBoost Classifier","PATRIC",,,,,,,,
1280,"1280.35685","Staphylococcus aureus strain 67109","ciprofloxacin","Susceptible",,,,,"Computational Prediction","Accuracy:0.977, F1 score:0.980, AUC:0.982","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40296","Klebsiella pneumoniae strain WHC31","gentamicin","Susceptible",,,,,"Computational Prediction","Accuracy:0.863, F1 score:0.863, AUC:0.930","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.1901","Shigella sonnei strain 181988","chloramphenicol","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.27341","Klebsiella pneumoniae strain KZN_INI_KINF_60","amikacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.910, F1 score:0.919, AUC:0.947","Computational Method",,
573,"573.40386","Klebsiella pneumoniae strain MRSN564304","meropenem","Susceptible","<=25","<=","25","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.40342","Klebsiella pneumoniae strain P30-72","piperacillin_tazobactam","Resistant",,,,,"Computational Prediction","Accuracy:0.766, F1 score:0.759, AUC:0.825","AdaBoost Classifier","PATRIC",,,,,,,,
1280,"1280.23326","Staphylococcus aureus strain GHA/LAMRSA/2016/4","clindamycin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.963, F1 score:0.965, AUC:0.977","Computational Method",,
624,"624.1987","Shigella sonnei strain 154829","cefpirome","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40432","Klebsiella pneumoniae strain MRSN19073","piperacillin-tazobactam","Susceptible","<=4/4","<=","4/4","mg/L","MIC",,"Vitek",,"missing",,,,,,,
624,"624.2031","Shigella sonnei strain 164675","tobramycin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.38815","Klebsiella pneumoniae strain 290","tetracycline","Susceptible",,,,,"Computational Prediction","Accuracy:0.795, F1 score:0.794, AUC:0.842","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40413","Klebsiella pneumoniae strain MRSN526410","cefotetan","Susceptible","<=4","<=","4","mg/L","MIC",,"Vitek",,"missing",,,,,,,
1280,"1280.31214","Staphylococcus aureus strain 27181_155F72","gentamicin","Susceptible",,,,,"Computational Prediction","Accuracy:0.984, F1 score:0.984, AUC:0.980","AdaBoost Classifier","PATRIC",,,,,,,,
1280,"1280.35718","Staphylococcus aureus strain NAS_OP_004","erythromycin","Susceptible",,,,,"Computational Prediction","Accuracy:0.959, F1 score:0.962, AUC:0.981","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40296","Klebsiella pneumoniae strain WHC31","piperacillin_tazobactam","Susceptible",,,,,"Computational Prediction","Accuracy:0.766, F1 score:0.759, AUC:0.825","AdaBoost Classifier","PATRIC",,,,,,,,
1280,"1280.35684","Staphylococcus aureus strain 78528_1","gentamicin","Susceptible",,,,,"Computational Prediction","Accuracy:0.984, F1 score:0.984, AUC:0.980","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.2195","Shigella sonnei strain 182175","trimethoprim","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40271","Klebsiella pneumoniae strain Y11","cefepime","Resistant",,,,,"Computational Prediction","Accuracy:0.697, F1 score:0.704, AUC:0.745","AdaBoost Classifier","PATRIC",,,,,,,,
1280,"1280.25965","Staphylococcus aureus strain 30108394","gentamicin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.984, F1 score:0.984, AUC:0.980","Computational Method",,
573,"573.40427","Klebsiella pneumoniae strain MRSN25107","ceftolozane-tazobactam","Susceptible","<=25/4","<=","25/4","mg/L","MIC",,"Vitek",,"missing",,,,,,,
624,"624.2122","Shigella sonnei strain 164681","cefotaxime","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.2054","Shigella sonnei strain 187553","ampicillin","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40332","Klebsiella pneumoniae strain P30-74","tetracycline","Resistant",,,,,"Computational Prediction","Accuracy:0.795, F1 score:0.794, AUC:0.842","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40423","Klebsiella pneumoniae strain MRSN25947","ceftolozane-tazobactam","Susceptible","<=25/4","<=","25/4","mg/L","MIC",,"Vitek",,"missing",,,,,,,
624,"624.2160","Shigella sonnei strain 159704","chloramphenicol","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
1280,"1280.25758","Staphylococcus aureus strain 49-069","trimethoprim/sulfamethoxazole","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.939, F1 score:0.956, AUC:0.974","Computational Method",,
1280,"1280.31275","Staphylococcus aureus strain 23/11-13 HW","erythromycin","Susceptible",,,,,"Computational Prediction","Accuracy:0.959, F1 score:0.962, AUC:0.981","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.23118","Klebsiella pneumoniae strain PN98","aztreonam","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.680, F1 score:0.752, AUC:0.735","Computational Method",,
624,"624.2131","Shigella sonnei strain 186560","cefoxitin","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40414","Klebsiella pneumoniae strain MRSN28893","trimethoprim_sulfamethoxazole","Susceptible",,,,,"Computational Prediction","Accuracy:0.861, F1 score:0.865, AUC:0.930","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.1986","Shigella sonnei strain 182830","ciprofloxacin","r",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.2043","Shigella sonnei strain 195810","temocillin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40412","Klebsiella pneumoniae strain MRSN368320","ciprofloxacin","Resistant",">=4",">=","4","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.40300","Klebsiella pneumoniae strain WHC2","tetracycline","Resistant",,,,,"Computational Prediction","Accuracy:0.795, F1 score:0.794, AUC:0.842","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40400","Klebsiella pneumoniae strain MRSN499958","amikacin","Susceptible",,,,,"Computational Prediction","Accuracy:0.910, F1 score:0.919, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40452","Klebsiella pneumoniae strain MRSN1912","tetracycline","Susceptible","<=1","<=","1","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.37237","Klebsiella pneumoniae strain 14-1026 strain not applicable","amikacin","Susceptible",,,,,"Computational Prediction","Accuracy:0.910, F1 score:0.919, AUC:0.947","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40358","Klebsiella pneumoniae strain MRSN761403","cephalothin","Resistant",">=64",">=","64","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.23125","Klebsiella pneumoniae strain PN120","aztreonam","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.680, F1 score:0.752, AUC:0.735","Computational Method",,
624,"624.2150","Shigella sonnei strain 195634","chloramphenicol","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.2103","Shigella sonnei strain 155684","cefotaxime","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
1280,"1280.35614","Staphylococcus aureus strain SauR58","gentamicin","Susceptible",,,,,"Computational Prediction","Accuracy:0.984, F1 score:0.984, AUC:0.980","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40402","Klebsiella pneumoniae strain MRSN450199","ceftolozane-tazobactam","Susceptible","<=25/4","<=","25/4","mg/L","MIC",,"Vitek",,"missing",,,,,,,
1313,"1313.38074","Streptococcus pneumoniae strain S813","tetracycline","Susceptible",,,,,"Computational Prediction","Accuracy:0.962, F1 score:0.962, AUC:0.974","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40445","Klebsiella pneumoniae strain MRSN6031","cefoxitin","Susceptible","<=4","<=","4","mg/L","MIC",,"Vitek",,"missing",,,,,,,
624,"624.1899","Shigella sonnei strain 153151","cefotaxime","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40406","Klebsiella pneumoniae strain MRSN410359","meropenem","Susceptible",,,,,"Computational Prediction","Accuracy:0.916, F1 score:0.922, AUC:0.949","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.1899","Shigella sonnei strain 153151","cefpirome","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40435","Klebsiella pneumoniae strain MRSN15882","ampicillin-sulbactam","Resistant",">=32/16",">=","32/16","mg/L","MIC",,"Vitek",,"missing",,,,,,,
624,"624.1932","Shigella sonnei strain 178624","nalidixic acid","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.2068","Shigella sonnei strain 161936","temocillin","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.1949","Shigella sonnei strain 161914","chloramphenicol","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40433","Klebsiella pneumoniae strain MRSN18411","ceftolozane-tazobactam","Susceptible","==5/4","==","5/4","mg/L","MIC",,"Vitek",,"missing",,,,,,,
624,"624.1963","Shigella sonnei strain 187598","nalidixic acid","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.2028","Shigella sonnei strain 161913","ciprofloxacin","r",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40313","Klebsiella pneumoniae strain BK25434","piperacillin_tazobactam","Susceptible",,,,,"Computational Prediction","Accuracy:0.766, F1 score:0.759, AUC:0.825","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40401","Klebsiella pneumoniae strain MRSN468268","tobramycin","Resistant",,,,,"Computational Prediction","Accuracy:0.882, F1 score:0.889, AUC:0.939","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40435","Klebsiella pneumoniae strain MRSN15882","ciprofloxacin","Susceptible","==1","==","1","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.32180","Klebsiella pneumoniae strain BCKP01","levofloxacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.917, F1 score:0.927, AUC:0.961","Computational Method",,
1280,"1280.25728","Staphylococcus aureus strain 63-083","gentamicin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.984, F1 score:0.984, AUC:0.980","Computational Method",,
573,"573.40421","Klebsiella pneumoniae strain MRSN27989","ampicillin","Resistant",">=32",">=","32","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.40318","Klebsiella pneumoniae strain KP18-238","ertapenem","Resistant",,,,,"Computational Prediction","Accuracy:0.956, F1 score:0.955, AUC:0.972","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40408","Klebsiella pneumoniae strain MRSN374613","ceftazidime-avibactam","Susceptible","==25/4","==","25/4","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.40290","Klebsiella pneumoniae strain IRAN-43","cefoxitin","Resistant",,,,,"Computational Prediction","Accuracy:0.805, F1 score:0.796, AUC:0.864","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40392","Klebsiella pneumoniae strain MRSN518712","moxifloxacin","Susceptible","==2","==","2","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.32156","Klebsiella pneumoniae strain Q0897","imipenem","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.931, F1 score:0.935, AUC:0.950","Computational Method",,
573,"573.40359","Klebsiella pneumoniae strain MRSN750999","cephalothin","Susceptible","<=2","<=","2","mg/L","MIC",,"Vitek",,"missing",,,,,,,
1280,"1280.25943","Staphylococcus aureus strain 10400326","methicillin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.989, F1 score:0.989, AUC:0.994","Computational Method",,
573,"573.40428","Klebsiella pneumoniae strain MRSN22232","cefotetan","Susceptible","<=4","<=","4","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.40361","Klebsiella pneumoniae strain MRSN750877","tetracycline","Susceptible","<=1","<=","1","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.32156","Klebsiella pneumoniae strain Q0897","amikacin","Susceptible",,,,,,,,"PATRIC",,,"AdaBoost Classifier",,"Accuracy:0.910, F1 score:0.919, AUC:0.947","Computational Method",,
624,"624.2032","Shigella sonnei strain 158938","chloramphenicol","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.2109","Shigella sonnei strain 189257","gentamicin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
562,"562.48346","Escherichia coli 290","ciprofloxacin","Intermediate","=0.25","=","0.25","mg/L",,,,,,,,,,"Laboratory Method",,
1280,"1280.35658","Staphylococcus aureus strain 49760_43113","ciprofloxacin","Susceptible",,,,,"Computational Prediction","Accuracy:0.977, F1 score:0.980, AUC:0.982","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40285","Klebsiella pneumoniae strain KP-16-57","imipenem","Susceptible",,,,,"Computational Prediction","Accuracy:0.931, F1 score:0.935, AUC:0.950","AdaBoost Classifier","PATRIC",,,,,,,,
1280,"1280.35619","Staphylococcus aureus strain UMCG578","tetracycline","Resistant",,,,,"Computational Prediction","Accuracy:0.975, F1 score:0.974, AUC:0.986","AdaBoost Classifier","PATRIC",,,,,,,,
1773,"1773.26120","Mycobacterium tuberculosis strain OMICS/BPL/0109/20/SP","kanamycin","Susceptible",,,,,"Computational Prediction","Accuracy:0.843, F1 score:0.838, AUC:0.905","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40463","Klebsiella pneumoniae strain MK-07","imipenem","Resistant",,,,,"Computational Prediction","Accuracy:0.931, F1 score:0.935, AUC:0.950","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40411","Klebsiella pneumoniae strain MRSN371351","levofloxacin","Susceptible",,,,,"Computational Prediction","Accuracy:0.917, F1 score:0.927, AUC:0.961","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40436","Klebsiella pneumoniae strain MRSN16008","tetracycline","Susceptible",,,,,"Computational Prediction","Accuracy:0.795, F1 score:0.794, AUC:0.842","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.2033","Shigella sonnei strain 161916","temocillin","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
590,"590.13267","Salmonella enterica SRR2566936","ampicillin",,"<=1","<=","1","mg/L","broth microdilution",,"Sensititre","Thermo Scientific",,,,,,"Laboratory Method",,"30333126"
624,"624.2055","Shigella sonnei strain 163131","trimethoprim","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.35040","Klebsiella pneumoniae strain P6","ertapenem","Susceptible",,,,,"Computational Prediction","Accuracy:0.956, F1 score:0.955, AUC:0.972","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40411","Klebsiella pneumoniae strain MRSN371351","ciprofloxacin","Susceptible","==5","==","5","mg/L","MIC",,"Vitek",,"missing",,,,,,,
624,"624.2042","Shigella sonnei strain 158947","gentamicin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40446","Klebsiella pneumoniae strain MRSN5881","ertapenem","Susceptible","<=12","<=","12","mg/L","MIC",,"Vitek",,"missing",,,,,,,
624,"624.2023","Shigella sonnei strain 164659","tobramycin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
1313,"1313.38092","Streptococcus pneumoniae strain S553","tetracycline","Susceptible",,,,,"Computational Prediction","Accuracy:0.962, F1 score:0.962, AUC:0.974","AdaBoost Classifier","PATRIC",,,,,,,,
590,"590.13409","Salmonella enterica SRR2407740","nalidixic acid",,"=2","=","2","mg/L","broth microdilution",,,"Trek Diagnostics","CLSI",2015,,,,"Laboratory Method","28784677","30333126"
624,"624.1876","Shigella sonnei strain 182836","cefpirome","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40410","Klebsiella pneumoniae strain MRSN375436","cefpodoxime","Resistant",">=8",">=","8","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.40332","Klebsiella pneumoniae strain P30-74","meropenem","Susceptible",,,,,"Computational Prediction","Accuracy:0.916, F1 score:0.922, AUC:0.949","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.40398","Klebsiella pneumoniae strain MRSN511348","trimethoprim-sulfamethoxazole","Resistant",">=16/304",">=","16/304","mg/L","MIC",,"Vitek",,"missing",,,,,,,
573,"573.40284","Klebsiella pneumoniae strain P707-1","tobramycin","Susceptible",,,,,"Computational Prediction","Accuracy:0.882, F1 score:0.889, AUC:0.939","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.2167","Shigella sonnei strain 179801","ceftazidime","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
624,"624.2136","Shigella sonnei strain 178861","ceftazidime","Susceptible",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40426","Klebsiella pneumoniae strain MRSN22265","cefoxitin","Susceptible",,,,,"Computational Prediction","Accuracy:0.805, F1 score:0.796, AUC:0.864","AdaBoost Classifier","PATRIC",,,,,,,,
624,"624.2199","Shigella sonnei strain 180540","streptomycin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
573,"573.40408","Klebsiella pneumoniae strain MRSN374613","trimethoprim-sulfamethoxazole","Resistant",">=16/304",">=","16/304","mg/L","MIC",,"Vitek",,"missing",,,,,,,
1280,"1280.31273","Staphylococcus aureus strain 21/11-2 LC","clindamycin","Susceptible",,,,,"Computational Prediction","Accuracy:0.963, F1 score:0.965, AUC:0.977","AdaBoost Classifier","PATRIC",,,,,,,,
573,"573.23132","Klebsiella pneumoniae strain PN77","ertapenem","Susceptible",,,,,,,,,,,"AdaBoost Classifier",,"Accuracy:0.956, F1 score:0.955, AUC:0.972","Computational Method",,
624,"624.2093","Shigella sonnei strain 195832","azithromycin","Resistant",,,,,"agar dilution",,,,"EUCAST",2017,,,,"Laboratory Method",,"28591819"
1280,"1280.35698","Staphylococcus aureus strain 71532_cf12","ciprofloxacin","Susceptible",,,,,"Computational Prediction","Accuracy:0.977, F1 score:0.980, AUC:0.982","AdaBoost Classifier","PATRIC",,,,,,,,
